Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type
gpheight_rcm,geographical_coordinates,ADDRESS,text,Altitude RCM,,,,,,,,,,,,,,Human Subject Data
gptime,geographical_coordinates,TIME OF READING,text,Time of reading:,,,,,,,,,,,,,,Human Subject Data
gpreadingtime,geographical_coordinates,TIME OF READING,text,Time of reading:,,Militar Time (hh:mm) (1:00pm = 13:00),time,12:01:00 AM,11:59:00 PM,,[gpreadingtime]='1',,,,,,,Human Subject Data
fqdate,food_frequency,unlabelled,text,Fecha del cuestionario de consumo,,MM-DD-YYYY,date_mdy,,,,,,,,,,,Human Subject Data
fqinterviewer,food_frequency,unlabelled,radio,�Qui�n llen� el cuestionario?,"1, Camille Rivera | 2, Dalitza Ram�n | 3, Liza Anzalota | 4, Marilyn Alicea | 5, Janisse Cabrera | 6, Abigail Figueroa | 7, Participante",,,,,,,,,,,,,Human Subject Data
fqapple,food_frequency,FRUTAS,radio,"�Con qu� frecuencia, en promedio, ha comido manzanas, salsa de manzana, peras?","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqbanana,food_frequency,FRUTAS,radio,Guineos (bananas),"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqorange,food_frequency,FRUTAS,radio,"Naranja (china), mandarina ","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqgrapefrt,food_frequency,FRUTAS,radio,Toronja (blanca o roja),"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqpeach,food_frequency,FRUTAS,radio,"Melocotones, nectarinas, albaricoques, ciruelas, frescos, enlatados, congelados","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqgrape,food_frequency,FRUTAS,radio,Uvas,"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqavocado,food_frequency,FRUTAS,radio,"Aguacate, fresco (incl. guacamole)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqkiwi,food_frequency,FRUTAS,radio,"Kiwi, o Acerola","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqpapaya,food_frequency,FRUTAS,radio,Papaya / Mango,"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqdryfrt,food_frequency,FRUTAS,radio,"Frutas secas (Ej; pasas, ciruelas, albaricoques, ar�ndanos o cranberries)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqcanta,food_frequency,FRUTAS,radio,"Mel�n anaranjado o verde (cantaloupe, honeydew melon)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqwmelon,food_frequency,FRUTAS,radio,"Mel�n de agua, sand�a","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqstraw,food_frequency,FRUTAS,radio,Fresas (strawberries),"0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqberries,food_frequency,FRUTAS,radio,"Moras, bayas (blackberries, blueberries, raspberries)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqotherfrt,food_frequency,FRUTAS,radio,"Otra fruta (Ej; Enlatada, fruta mixta, pi�a, cerezas, quenepas, c�ctel de frutas)","0, Nunca | 1, menos de 1 por mes | 2, 1 por mes | 3, 2 - 3 por mes | 4, 1 por semana | 5, 2 por semana | 6, 3 - 4 por semana | 7, 5 - 6 por semana | 8, 1 por d�a | 9, 2 o m�s por d�a",,,,,,,,,,,,,Human Subject Data
fqdryfrtpor,food_frequency,FRUTAS,radio,"Si usted come fruta seca, su porci�n generalmente es ...   ","1, 1/8 de taza | 2, 1/4 de taza | 3, 3/8 de taza | 4, 1/2 taza o m&iacutea;s",,,,,,,,,,,,,Human Subject Data
fqcantapor,food_frequency,FRUTAS,radio,"Si usted come mel&oacuten anaranjado o verde, su porci�n generalmente es?","1, 1/2 trozo o 1/2 taza | 2, 1 trozo o 3/4 taza | 3, 1 1/2 o 1 taza | 4, 2 o m�as trozos o 1/2 taza o m�s",(1 trozo = 1/4 de mel�n),,,,,,,,,,,,Human Subject Data
fqwmelonpor,food_frequency,FRUTAS,radio,"Si usted come mel&oacuten de agua, su porci&oacuten generalmente es ...","1, 1 rebanada peque�a o 1 o 2 trozo | 2, 1 rebanada mediana o trozo | 3, 1 rebanada grande o trozo | 4, m�s de una rebanada grande o trozo",(1 rebanada mediana de mel�n de agua = 7 1/2,,,,,,,,,,,,Human Subject Data
fqberriespor,food_frequency,FRUTAS,radio,"Si usted come fresas u otras moras, su porci�n generalmente es ...","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m�s",,,,,,,,,,,,,Human Subject Data
fqotherfrtpor,food_frequency,FRUTAS,radio,"Si usted come otra fruta en trozo, enlatada, pi�a, cerezas, o c&oacutectel de frutas, su porci&oacuten generalmente es ... ","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m�s",,,,,,,,,,,,,Human Subject Data
fqfruitsum,food_frequency,PREGUNTA RESUMEN,radio,"Usualmente, �con qu&eacute frecuencia come usted fruta de cualquier tipo?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcoldcer,food_frequency,CEREALES,radio,"Cereal fr�o (Ej; cornflakes, granola)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqoatmeal,food_frequency,CEREALES,radio,Cereal caliente: Avena,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqhotcer,food_frequency,CEREALES,radio,"Otro cereal caliente (Ej. Crema de Trigo/Arroz, Farina, Harina de ma�z)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqsugarcer,food_frequency,CEREALES,radio,Az�car: a�adida al cereal fr�o o caliente,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqgranbar,food_frequency,CEREALES,radio,"Barras de cereal o granola (Ej.Quaker Oats, Nutri-grain, y Nature Valley)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcoldcerpor,food_frequency,CEREALES,radio,"Si usted come cereal fr�o, su porci�n generalmente es ... ","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m�s",(1 caja individual = aprox. 3/4 taza),,,,,,,,,,,,Human Subject Data
fqmilkcoldcer,food_frequency,CEREALES,radio,"Si usted agrega leche a su cereal fr�o, la porci�n agregada generalmente es ","1, 1/4 taza | 2, 1/2 taza | 3, 1 taza | 4, 1 1/2 taza o m�s",,,,,,,,,,,,,Human Subject Data
fqoatmealpor,food_frequency,CEREALES,radio,"Si usted come avena, es generalmente ...","1, Regular o sin sabor | 2, Instant�nea o con sabor",,,,,,,,,,,,,Human Subject Data
fqhotcerpor,food_frequency,CEREALES,radio,"Si usted come cereal caliente (Incl. avena, harina de ma&iacutez u otro cereal caliente), su porci&oacuten generalmente es ","1, 1/2 taza | 2, 1 taza | 3, 1 1/2 taza | 4, 2 tazas o m�s",(1 paquete = 3/4 taza cocido),,,,,,,,,,,,Human Subject Data
fqmilkhotcer,food_frequency,CEREALES,radio,"Si usted agrega leche a su cereal caliente (Ej; cuando cocina), la porci�n agregada generalmente es ... ","1, 1/4 taza | 2, 1/2 taza | 3, 1 taza | 4, 1 1/2 tazas o m�s",,,,,,,,,,,,,Human Subject Data
fqgranbarpor,food_frequency,CEREALES,radio,"Si usted come barras de granola o cereal, su porci�n generalmente es ... ","1, 1/2 barra | 2, 1 barra | 3, 1 1/2 barra | 4, 2 barras o m�s",,,,,,,,,,,,,Human Subject Data
fqcerealsum,food_frequency,PREGUNTA RESUMEN,radio,"Usualmente, �con qu� frecuencia come usted cereal, caliente o fr&iacuteo, de cualquier tipo?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcereabran,food_frequency,PREGUNTA RESUMEN,radio,No conoce la marca del cereal que consume,"999, No Sabe",,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data
fqcereabran1,food_frequency,PREGUNTA RESUMEN,text,"Si usted come cereal fr&iacuteo, cuales (marca y tipo) come con m�s frecuencia? (Marca 1)",,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data
fqcereabran2,food_frequency,PREGUNTA RESUMEN,text,"Si usted come cereal fr&iacuteo, cuales (marca y tipo) come con m�s frecuencia? (Marca 2)",,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data
fqcereabran3,food_frequency,PREGUNTA RESUMEN,text,"Si usted come cereal fr&iacuteo, cuales (marca y tipo) come con m�s frecuencia? (Marca 3)",,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data
fqcereabran4,food_frequency,PREGUNTA RESUMEN,text,"Si usted come cereal fr&iacuteo, cuales (marca y tipo) come con m�s frecuencia? (Marca 4)",,(Ej. Kellogg,,,,,[fqcerealsum]>1,,,,,,,Human Subject Data
fqbrd,food_frequency,PANES,radio,"�Con qu� frecuencia, en promedio, ha comido pan de rodaja/rebanado, Pan Especial, Pan de Panader�a","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqbagel,food_frequency,PANES,radio,"Donas (Bagels), panecillos (English muffins)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqtortilla,food_frequency,PANES,radio,"Tortillas, wraps (corn, white or wheat flour)","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqpancake,food_frequency,PANES,radio,"Pancakes, waffles, tostada a la francesa, Mayorca","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqbreadtype,food_frequency,PANES,checkbox,"Si usted come pan de rodaja/rebanado/Especial/de Panader�a, estos son usualmente ","1, Blanco (incluye pan de panader&iacutea) | 2, Multigrano | 3, 100% Integral (100% Integral (100% Whole Wheat) | 4, Centeno | 97, Otro",,,,,,,,,,,,,Human Subject Data
fqbreadpor,food_frequency,PANES,radio,"Si usted come pan, su porci&oacuten generalmente es ...","1, 1 rebanada o pedazo | 2, 2 rebanadas o pedazos | 3, 3 rebanadas o pedazos | 4, 4 rebanadas, pedazos o m�s",,,,,,,,,,,,,Human Subject Data
fqbagelpor,food_frequency,PANES,radio,"Si usted come rosquillas (bagels) o panecillos (English muffins), su porci�n generalmente es ... ","1, 1/2 mediano | 2, 1 mediano | 3, 1 grande | 4, 2 medianos o m�s",(1 mediano = 1 bagel de Dunkin Donuts),,,,,,,,,,,,Human Subject Data
fqtortillatype,food_frequency,PANES,radio,"Si usted come tortillas o wraps, �stas son generalmente hechas de ...","1, Harina blanca | 2, Harina de Ma&iacutez | 3, Harina integral | 999, No sabe el tipo",,,,,,,,,,,,,Human Subject Data
fqtortillapor,food_frequency,PANES,radio,"Si usted come tortillas o wraps, su porci�n generalmente es?","1, 1 mediana | 2, 2 medianas o 1 grande | 3, 3 medianas | 4, 4 medianas o 2 grandes o m�s"," (1 mediano = 8"" di&aacutemetro)",,,,,,,,,,,,Human Subject Data
fqpancakepor,food_frequency,PANES,radio,"Si usted come pancake, waffle, tostada a la francesa o mayorca, su porci&oacuten generalmente es ","1, 1 pancake, waffle o rebanada  de tostada francesa | 2, 2 pancakes, waffles o rebanadas de tostada francesa | 3, 3 pancakes, waffles o rebanadas de tostada francesa | 4, 4 pancakes, waffles o rebanadas de tostada francesa o m�s",(1 pancake/waffle = 4,,,,,,,,,,,,Human Subject Data
fqbrdbutter,food_frequency,PANES,radio,"Si usted agrega mantequilla o margarina a sus panes, rosquillas (bagels), panecillos y/0 pancakes, su porcion por (1) rebanada/trozo es usualmente...","1, 1/2 cucharadita | 2, 1 cucharadita | 3, 1 1/2 cucharadita | 4, 2 o m�s cucharaditas",,,,,,,,,,,,,Human Subject Data
fqbrdcrmcheese,food_frequency,PANES,radio,"Si usted agrega queso crema a sus panes, rosquillas (bagels) y/o panecitos, su porci�n por rebanada/trozo es usualmente ...","1, 1 cucharada | 2, 2 cucharadas | 3, 3 cucharadas | 4, 4 o m�s cucharadas",,,,,,,,,,,,,Human Subject Data
fqbrdsum,food_frequency,PREGUNTA RESUMEN,radio,"Usualmente, �con qu� frecuencia come usted pan de cualquier tipo?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a","(no incluye tortillas, pancakes, waffles o tostadas a la francesa)",,,,,,,,,,,,Human Subject Data
fqbrdbrand,food_frequency,PREGUNTA RESUMEN,radio,"Si usted come pan de rodaja/rebanado/""especial"", �De qu� tipos (dos nombre y clase) come usted m�s seguido?","1, No conozco la marca | 2, Si conozco la marca","(Ej: Wonder, integral)",,,,,,,,,,,,Human Subject Data
fqbrdbrand1,food_frequency,PREGUNTA RESUMEN,text,Especifique la marca (1),,,,,,,[fqbrdbrand]='2',,,,,,,Human Subject Data
fqbrdbrand2,food_frequency,PREGUNTA RESUMEN,text,Especifique la marca (2),,,,,,,[fqbrdbrand]='2',,,,,,,Human Subject Data
fqgreen,food_frequency,VEGETALES,radio,"�Con qu� frecuencia, en promedio, ha comido ensalada verde (como lechuga, espinaca cruda, verduras mixtas) en el �ltimo mes?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcookgreen,food_frequency,VEGETALES,radio,"�Verduras cocidas (por ejemplo, espinacas, col rizada, mostaza, nabo)?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
tomato,food_frequency,VEGETALES,radio,�Tomates (incluido enlatado)?,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqmixedveg,food_frequency,VEGETALES,radio,"�Vegetales mixtos, congelados, frescos o enlatados?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqrawcarr,food_frequency,VEGETALES,radio,�Zanahorias crudas?,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcookcarr,food_frequency,VEGETALES,radio,�Zanahorias cocidas?,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqgreenbean,food_frequency,VEGETALES,radio,�Habichuelas tiernas?,"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqpeas,food_frequency,VEGETALES,radio,"�Arvejas/guisantes/""petit pois"" frescos, enlatados o congelados?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcorn,food_frequency,VEGETALES,radio,"�Ma�z fresco, enlatado o congelado?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqpeppers,food_frequency,VEGETALES,radio,"�Aj� dulce, chile pimiento o de campana (""bell pepper"")?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqbroccoli,food_frequency,VEGETALES,radio,"�Br�coli, repollitos de bruselas, frescos o congelados?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqslaw,food_frequency,VEGETALES,radio,"�Ensalada de repollo/col con mayonesa (""Coleslaw"")?","0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
fqcabbage,food_frequency,VEGETALES,radio,�Repollo/col verde o roja? (excluye ensalada de repollo/col),"0, Nunca | 1, menos de 1 vez por mes | 2, 1 por mes | 3, 2 - 3 veces por mes | 4, 1 vez por semana | 5, 2 veces por semana | 6, 3 - 4 veces por semana | 7, 5 - 6 veces por semana | 8, 1 vez por d�a | 9, 2 o m�s veces por d�a",,,,,,,,,,,,,Human Subject Data
